,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
40626,0,265606,1,683,2580656,0,4,48172.03,22.7,19,18,0,608076,1119360,0,0
51462,0,265606,0,751,1466192,0,0,15517.11,23.5,0,8,0,102334,789910,0,0
54322,0,265606,0,748,1051384,2,8,3189.15,15.9,38,22,0,70756,1545632,0,0
57170,0,265606,0,745,2621487,2,1,40633.02,45.7,0,13,0,588696,1232638,0,0
67818,0,265606,0,715,1299885,2,1,17223.5,9.5,0,6,0,281010,387354,0,0
72172,0,265606,0,730,1433702,2,1,10824.3,16.7,34,12,0,154071,311894,0,0
11599,0,265584,1,691,1907239,0,1,28449.46,13.2,20,18,0,195149,301290,0,0
25355,0,265584,0,737,1032156,2,1,20815.07,21,0,8,0,295849,575718,0,0
37549,1,265584,0,714,993928,0,1,8274.5,11,17,12,0,115007,181434,0,0
54704,0,265584,0,751,1720260,0,8,32398.23,23.9,42,8,0,97793,456566,0,0
71836,0,265584,1,618,810065,2,4,8438.09,17.5,44,13,0,195947,373164,0,0
76897,0,265584,1,642,1796716,0,1,748.79,22.6,32,11,0,246297,639430,0,0
7175,0,265562,0,745,1337847,2,1,15162.19,38.5,24,11,0,224979,387090,0,0
29554,0,265562,0,736,1528968,2,1,17328.38,15.6,0,13,0,314336,656986,0,0
41794,0,265562,0,738,1624538,2,1,22743.38,8.8,0,18,0,381482,1629936,0,0
55098,0,265562,0,701,1720089,2,1,12728.67,17.6,31,12,0,186409,292072,0,0
61119,0,265562,1,735,860054,1,1,12828.99,31.7,0,13,0,224485,915266,0,0
65109,0,265562,0,715,2866815,0,1,48974.78,20.9,0,16,0,1273893,2858592,0,0
9612,0,265540,0,699,1051061,0,1,17342.44,16.2,0,15,1,156009,416240,1,0
14165,0,265540,0,742,1093108,0,1,27509.72,14.8,0,7,0,99161,130614,0,0
15027,0,265540,1,707,1146612,0,1,13854.99,9.7,27,9,0,97527,256630,0,0
43667,1,265540,0,748,859959,1,1,20782.39,23,37,23,0,370424,2479312,0,0
53021,0,265540,1,693,879073,2,1,21683.75,36,19,10,0,102049,330990,0,0
68990,0,265518,0,731,539239,0,1,6740.63,14,0,6,1,259654,343200,1,0
76725,0,265518,0,726,1093450,2,1,17859.62,21,46,5,0,255778,311740,0,0
20194,0,265496,0,721,487958,2,1,4127.18,46,0,5,1,153102,252164,1,0
20334,0,265496,0,738,1146498,2,1,14140.18,21.8,0,14,0,461966,769648,0,0
31800,0,265496,0,744,1175169,0,1,12241.32,12.6,0,11,0,468920,1024452,0,0
48769,1,265496,1,717,596182,2,2,6612.57,20.6,0,3,0,53428,66374,0,0
53648,1,265496,1,661,1757956,0,1,24611.46,9.1,57,7,0,14383,152834,0,0
54094,0,265496,0,717,2292996,2,1,23503.19,14.8,15,4,0,641820,754490,0,0
2731,0,265474,1,680,1069966,2,1,21800.41,17,58,16,0,295355,538538,0,0
4557,0,265474,1,708,955320,0,1,14011.36,12.2,0,9,0,49362,81906,0,0
22889,0,265474,1,702,1389527,0,1,26088.33,19.6,0,14,0,828020,1003948,0,0
36443,0,265474,0,708,661808,2,3,3419.24,10.5,0,4,0,174287,354662,0,0
13259,1,265452,0,705,668667,2,3,11478.47,12.2,0,11,0,638704,794376,0,0
15160,0,265452,1,651,741000,2,1,18710.25,10.2,0,8,0,338580,570658,0,0
41715,1,265452,0,737,823460,0,0,23880.34,11.7,0,16,0,150765,406934,0,0
48669,0,265452,1,712,1203593,0,1,20059.82,14.2,0,10,0,310821,387002,0,0
52149,0,265452,1,714,1671639,0,1,18666.55,20.3,22,8,0,239115,305250,0,0
57539,0,265452,1,710,852150,0,1,9444.52,12.4,33,11,0,229463,401346,0,0
77855,0,265452,0,691,1528360,0,0,7183.33,17.7,70,6,1,142747,170390,1,0
45479,0,265430,1,628,1146156,0,0,14517.9,9.5,0,17,0,223554,400092,0,0
52861,0,265430,1,743,2196723,0,4,17317.55,29.2,80,13,0,191596,894564,0,0
63933,0,265430,0,684,794276,1,1,22371.93,22,66,9,0,91143,182578,0,0
12118,0,265408,1,685,859541,2,1,24783.22,19,60,17,0,342779,668184,0,0
28164,0,265408,1,737,1361882,0,1,20428.23,20.7,4,9,0,160759,294030,0,0
31614,0,265408,0,750,1146042,0,1,18050.19,14,0,7,0,292087,566522,0,0
38488,1,265408,0,720,852169,0,1,21659.43,16.5,0,9,1,157073,263186,1,0
53283,0,265408,0,740,1910070,2,11,9773.22,7.4,0,8,0,178562,367224,0,0
62245,0,265408,0,750,1146042,0,1,13179.54,11.7,0,10,0,200868,579986,0,0
74281,1,265408,1,713,1337049,2,1,20055.83,13.5,0,15,0,374357,1184326,0,0
78292,0,265408,0,730,1050548,0,1,30115.57,17.9,20,19,0,716908,1279058,0,0
81809,0,265408,1,724,993244,1,1,16471.1,17.6,0,8,0,187796,280940,0,0
58501,0,265364,0,745,1642493,0,1,9170.73,21.9,0,15,1,237386,827904,1,0
78085,0,265364,1,685,960678,0,1,23856.78,17,60,17,0,479693,1424170,0,0
1726,0,265342,0,738,1283127,2,1,23737.84,27.4,8,18,0,147592,336446,0,0
34414,1,265342,1,743,763876,2,1,4678.75,26.6,0,9,0,256709,827948,0,0
44571,0,265342,0,750,1298593,0,1,13310.45,15.6,0,17,0,272878,918500,0,0
46068,0,265342,0,739,651928,2,1,8692.31,21,0,7,0,117458,258104,0,0
48437,1,265342,0,730,1336783,2,1,12810.75,14.8,64,7,0,38627,134728,0,0
74607,0,265342,1,704,1374973,2,1,14781.05,17.1,26,8,0,159828,190190,0,0
81714,0,265342,0,747,1241308,0,1,7292.77,17.9,0,9,1,182077,435556,1,0
1391,0,265320,0,744,916560,2,1,13137.36,9.5,0,8,0,183198,564168,0,0
42978,1,265320,0,711,801990,2,1,12965.6,15.3,32,11,0,236189,393492,0,0
52822,1,265320,0,740,1088415,1,1,19863.55,13.8,41,20,0,257203,692626,0,0
58543,0,265320,0,740,1432125,0,1,20909.12,18.6,34,15,0,203395,466356,0,0
78050,0,265320,0,735,763800,2,1,10311.3,14.8,0,7,0,304665,541882,0,0
82989,0,265320,0,742,1775835,2,1,13289.17,15.3,16,6,0,178695,433752,0,0
11116,0,265298,1,704,1202871,0,0,13030.96,15,30,5,1,92112,203522,1,0
25452,0,265298,0,718,1050130,2,1,18377.18,24,0,14,1,294538,804320,1,0
37485,0,265298,0,743,2863965,1,1,19117.04,12,51,13,0,133418,1016378,0,0
57486,1,265298,0,714,1183776,0,0,6125.98,11.7,0,9,0,207480,389378,0,0
77911,0,265298,0,731,1279232,0,1,10447.15,18,0,9,0,148105,220990,0,0
20077,0,265276,0,745,1431840,0,1,18733.24,11.7,35,13,0,270902,543642,0,0
31856,0,265276,1,685,1508448,2,1,19609.9,13.5,18,8,0,440382,694694,0,0
37802,0,265276,1,718,1756398,0,1,38786.98,19.3,0,17,0,444657,784850,0,0
40578,0,265276,0,748,3858520,0,4,54340.95,22.4,12,10,0,55442,138358,0,0
49406,0,265276,0,747,1431840,1,1,27562.92,13.1,78,7,0,68438,207988,0,0
49977,0,265276,0,740,801838,0,1,9621.98,15,35,15,0,199690,285120,0,0
50553,0,265276,0,748,1164567,0,1,9850.36,20.1,0,12,0,848730,3535070,0,0
55791,0,265276,0,745,1909120,0,1,20523.04,15.6,19,15,0,275880,959288,0,0
70196,1,265276,0,721,992750,2,1,28375.74,21.3,16,10,0,202464,325160,0,0
70808,0,265276,0,716,668192,2,1,10746.78,12.4,0,13,1,218880,684970,1,0
76922,1,265276,1,705,1336384,2,1,10256.77,9.1,38,14,0,54701,151162,0,0
16673,0,265232,0,702,954465,2,1,13919.4,8,0,7,0,149663,198946,0,0
19546,0,265232,0,746,954465,2,1,7953.97,13,0,8,0,251427,793254,0,0
26383,0,265232,0,747,1908930,2,1,4279.18,19.3,36,7,0,191520,731896,0,0
34220,0,265232,0,713,1813493,2,1,23877.49,14,6,19,0,114779,501556,0,0
49571,1,265232,0,724,897199,2,1,21981.29,11.7,18,13,0,257849,393382,0,0
57590,1,265232,1,721,801743,0,1,9754.6,15.4,73,10,0,68362,136950,0,0
65678,0,265232,0,740,2099823,0,1,28697.6,9.7,0,19,0,284772,1117754,0,0
71862,0,265232,0,742,744477,2,1,7506.9,10.6,45,8,0,204326,402380,0,0
76443,1,265232,0,731,1698942,0,1,25767.23,19.4,22,12,0,164844,199012,0,0
78418,0,265232,1,669,1240814,0,1,16544.06,12.4,0,5,0,230204,265210,0,0
84997,0,265232,0,740,916294,2,1,19318.44,16.4,40,13,0,404871,702834,0,0
28575,0,265210,1,738,858933,2,1,1660.6,14,0,8,0,76570,349096,0,0
37295,1,265210,1,689,830300,0,1,11762.52,10.3,62,12,0,79097,320254,0,0
43541,0,265210,0,746,1736961,0,1,36041.86,14.3,0,11,0,799387,1043504,0,0
46239,0,265210,0,612,763496,0,1,18832.99,8.1,0,13,0,301701,669218,0,0
48966,0,265210,0,750,1389565,2,1,2686.6,10.8,0,5,0,97071,838860,0,0
57313,0,265210,0,745,1297947,2,1,28879.24,20,0,14,0,332196,727122,0,0
69452,0,265210,0,742,839838,0,1,15677.09,19.7,0,13,0,228798,357522,0,0
78076,0,265210,1,731,1393384,0,1,20668.39,16.5,44,11,0,1038255,2034164,0,0
3999,0,265188,0,730,2252089,0,1,12855.59,24,26,12,0,272954,559394,0,0
22116,0,265188,0,741,1908550,0,1,11387.84,35,19,11,0,154337,309188,0,0
23843,0,265188,0,740,1870379,2,1,12718.6,14.9,9,8,0,245784,371052,0,0
55318,0,265188,1,722,1145130,1,1,3053.68,17.2,0,4,0,6935,617078,0,0
68749,0,265188,0,697,1526840,2,1,27305.09,19.8,0,23,0,234403,343574,0,0
69882,0,265188,1,712,992446,0,1,28863.66,25.2,59,8,0,214263,267322,0,0
71314,1,265188,0,726,1526840,0,1,28246.54,25,14,19,0,495178,1303082,0,0
84136,0,265188,0,709,830224,2,1,18541.53,16.8,77,9,0,222946,614614,0,0
9578,0,265166,1,718,1049598,2,1,16268.75,22.6,0,15,0,210805,717882,0,0
22503,0,265166,1,699,1393099,2,1,23566.65,25.9,0,10,1,184433,254232,1,0
50717,0,265166,0,749,1335852,0,1,7002.07,10.9,0,7,0,96976,591030,0,0
56304,0,265166,0,741,1450346,2,1,15833.08,9.1,24,11,0,283632,539286,0,0
58027,0,265166,1,654,1121646,0,1,16263.81,17.3,27,13,0,83847,397870,0,0
71818,0,265166,0,747,676381,0,1,10128.71,20.3,0,7,0,186200,421080,0,0
12657,0,265144,0,709,1564707,2,1,18254.82,10,40,7,0,226822,349712,0,0
12992,0,265144,0,740,1335719,1,1,17141.61,15,21,15,0,193325,302896,0,0
24163,0,265144,0,719,1335719,2,1,14692.89,17,13,9,0,167447,223102,0,0
27270,0,265144,0,742,1087655,1,1,3933.76,11.5,46,6,0,62396,243254,0,0
31544,0,265144,0,747,2862255,0,1,41741.29,19.8,0,14,0,398772,856658,0,0
53129,0,265144,0,750,1520456,0,1,18752.24,15.9,0,7,0,794979,1328272,0,0
58938,0,265144,0,751,954085,2,1,9302.4,15.8,0,9,0,131195,748286,0,0
36390,0,265100,0,711,1144788,0,1,15263.84,28.6,80,11,3,227829,463628,1,2
40216,1,265100,0,735,1345124,2,1,13339.33,10,0,13,0,176111,497354,0,0
8345,0,265078,0,749,1779977,2,1,32929.47,12.5,0,12,0,198835,687236,0,0
24356,0,265078,1,698,1844292,0,1,12833.36,19.7,6,13,0,1673558,5784482,0,0
34518,0,265078,0,704,1144674,1,1,13640.67,17.2,4,10,0,98705,196724,0,0
39263,0,265078,0,740,1240073,2,1,13950.75,14.3,0,5,0,148238,187792,0,0
48555,1,265078,1,658,878313,1,1,19981.73,20.3,0,12,0,282226,781792,0,0
65025,0,265078,0,746,2480127,0,1,16389.4,13,27,10,0,275082,1017632,0,0
80567,1,265078,1,692,904476,0,1,16280.72,14.9,48,24,1,371906,1008480,1,0
81869,1,265078,1,728,1240073,0,1,6448.41,16.5,70,6,0,105792,442200,0,0
5115,0,265056,0,690,1297168,2,1,8755.96,21,0,7,0,112404,295790,0,0
20756,0,265056,1,740,2098360,1,1,16279.77,19.6,0,12,0,624948,1335114,0,0
27413,0,265056,0,719,1530545,0,1,20279.65,20.8,12,8,0,265772,391028,0,0
43788,0,265056,0,747,1430700,0,1,15141.67,25.8,0,12,0,261972,1248280,0,0
47767,0,265056,0,731,1049180,2,1,20808.61,18.9,43,9,0,347054,590084,0,0
52348,1,265056,0,746,1144560,2,1,15642.32,26,16,17,1,197657,413138,0,0
55025,0,265056,0,749,1602384,0,1,23234.53,18.4,0,18,0,203642,1531090,0,0
61431,0,265056,0,695,872917,2,1,9158.38,11.7,0,6,0,142804,202884,0,0
84853,0,265056,0,725,763040,2,1,20347.86,18.2,0,9,0,630325,1247620,0,0
4585,0,265034,0,743,953705,0,1,4712.76,21,0,10,0,85424,475596,0,0
8880,0,265034,0,712,858344,0,4,12231.25,19.4,12,7,0,185953,353540,0,0
8920,0,265034,0,741,1106294,0,1,19821.18,23.8,4,9,0,49343,88308,0,0
10705,1,265034,0,730,1430567,2,1,32306.84,15,71,17,0,353552,823702,0,0
20891,0,265034,0,693,1079428,1,1,4875.4,30.4,63,16,1,119168,416856,1,0
34639,1,265034,0,743,1487776,0,1,21572.79,31.2,21,21,0,143906,603768,0,0
39298,1,265034,1,714,762964,2,1,10363.55,13.6,0,9,0,213560,320320,0,0
41446,1,265034,0,692,758252,0,1,15417.74,26.5,0,7,0,186637,243628,0,0
6294,0,265012,0,733,7828190,2,1,12525.18,10,0,6,0,64923,112684,0,0
28161,0,265012,0,693,1773707,0,1,33257.22,23,57,24,1,216543,450142,1,0
34566,0,265012,0,745,1621137,0,1,12860.91,15.8,0,8,0,197828,251724,0,0
35281,0,265012,1,725,3432996,0,1,31755.27,22,12,21,0,660383,2124012,0,0
51026,0,265012,0,749,953610,0,1,6961.41,24.4,0,8,0,71687,1050786,0,0
59599,0,265012,0,741,667527,1,1,16298.77,15.1,0,8,0,389196,657866,0,0
75572,0,265012,0,720,1258769,0,1,19091.2,15.9,0,9,1,193819,307010,0,1
78186,0,265012,0,744,1717638,0,1,29915.69,23,0,14,0,497287,668756,0,0
62327,0,264990,0,721,965960,0,1,15133.31,5.1,0,5,0,48583,83578,0,0
3255,0,264968,0,750,2345645,2,1,15774.56,19.9,79,6,0,83942,481206,0,0
27766,1,264968,1,657,605264,0,1,17905.6,8.5,0,9,0,337953,523160,0,0
36303,0,264968,0,718,1338607,1,0,32349.59,10.5,24,18,1,85785,466290,1,0
44171,1,264968,0,726,875197,0,1,14805.37,10.4,28,14,0,142082,342012,0,0
73660,1,264968,1,737,1025487,1,1,18373.38,15.3,0,15,0,394972,1181730,0,0
83842,0,264968,1,669,411920,2,4,1506.89,9.7,29,5,0,35587,114774,0,0
1810,0,264946,0,746,858078,1,1,11155.09,13.7,0,11,0,57437,588522,0,0
3049,0,264946,1,684,3146286,2,1,21394.76,22.7,22,7,0,170069,252472,0,0
12953,0,264946,0,750,1563605,0,1,24887.53,15.4,0,22,0,286615,934846,0,0
58071,0,264946,0,721,572052,2,1,15207.03,23,10,12,0,348365,755370,0,0
59156,0,264946,0,742,1697080,1,1,7608.74,17.5,0,7,0,227658,566874,0,0
77458,1,264946,0,709,560367,2,1,6210.72,10.7,0,7,0,234574,443080,0,0
1593,0,264924,0,749,2497721,0,0,16713.92,19.9,0,7,0,217322,793804,0,0
18616,0,264924,0,723,1668314,2,2,15987.93,17.5,41,9,0,102980,141592,0,0
41924,1,264924,0,745,2403272,0,1,6909.54,27.4,14,16,0,220685,860332,0,0
63528,0,264924,0,741,980020,0,1,20417.02,20.3,0,7,0,631788,792572,0,0
73374,0,264924,1,716,878959,0,1,24098.27,16.9,15,16,0,233548,774840,0,0
12924,0,264902,1,740,1429845,2,0,14393.83,26.4,0,7,0,131822,339922,0,0
20618,0,264902,0,747,1525168,1,1,24809.25,27.6,0,15,0,319827,1303962,0,0
36908,1,264902,0,749,973560,0,1,14846.79,20.7,0,19,0,269724,1224718,0,0
69039,0,264902,0,742,953230,2,1,15569.55,16.2,0,6,0,371963,609202,0,0
73571,0,264902,1,718,653638,0,1,13399.37,13.8,0,10,0,173622,229240,0,0
75564,0,264902,0,739,1239199,2,1,14664.01,16.1,0,13,0,464778,1228678,0,0
2492,0,264880,0,732,1448769,0,1,6784.9,13.7,0,11,1,129941,373384,1,0
6025,1,264880,0,745,857831,2,1,21945.95,21.1,68,10,1,79192,139128,1,0
8017,0,264880,0,728,1143762,2,1,17728.33,10.5,0,15,0,200146,285758,0,0
17113,0,264880,0,742,1244272,0,1,21774.57,22.9,58,14,0,140087,717728,0,0
21793,0,264880,0,722,1143762,2,1,19825.17,16.2,0,14,0,354806,580294,0,0
29136,0,264880,1,685,2897538,0,1,35011.87,38.9,0,10,0,590102,706596,0,0
72269,0,264880,0,741,1132951,2,1,10196.73,29.2,0,10,0,91371,209484,0,0
503,0,264836,1,703,1277066,0,8,14473.44,17.2,0,7,0,40280,249370,0,0
4099,0,264836,0,742,3812160,0,1,13374.48,19.3,7,8,0,217284,538758,0,0
20253,0,264836,0,675,3145032,2,1,19735.11,16.2,10,12,0,150252,368588,0,0
21031,0,264836,0,748,4288680,2,1,27626.38,25,34,10,0,183065,650188,0,0
37240,0,264836,1,725,1906080,0,1,28273.52,15.6,80,18,0,268147,874610,0,0
43590,0,264836,0,721,972097,0,1,12232.2,16.8,24,8,1,184984,240658,0,0
48830,1,264836,0,741,781489,0,1,16736.91,27.9,39,7,1,53979,357170,1,0
65057,0,264836,1,683,1143648,1,1,12294.14,14,38,9,0,95703,408914,0,0
10281,0,264814,0,732,657495,2,1,12382.68,22,26,10,0,98553,559350,0,0
16448,0,264814,0,729,1143534,0,1,8462.22,22.8,0,6,1,162032,326876,1,0
28710,0,264814,1,699,779608,2,1,19360.24,10,0,17,0,163001,213972,0,0
33556,0,264814,0,724,1048249,0,1,20178.57,16,1,13,0,192318,439230,0,0
34173,0,264814,0,712,1791529,2,1,26126.52,12.7,0,16,0,360981,501160,0,0
39501,0,264814,0,741,1429427,0,1,17986.92,8.5,0,14,0,265867,741796,0,0
50093,0,264814,0,742,1296009,2,1,11664.1,12.8,7,14,0,220229,671044,0,0
63031,0,264814,1,737,1620016,0,1,25920.18,23,0,9,1,46645,200750,1,0
67790,0,264814,1,657,1024727,0,1,20323.73,12.8,11,10,0,152570,233046,0,0
68580,0,264814,1,726,961476,2,1,18908.99,11,0,11,0,209646,376332,0,0
12740,0,264792,0,746,895679,0,1,7299.8,19.4,0,12,0,143355,390544,0,0
22559,0,264792,0,743,1429275,2,1,15483.86,13,17,9,0,294709,377476,0,0
37624,0,264792,0,721,1010021,2,1,27186.34,19,0,22,1,325299,597872,1,0
48241,1,264792,0,733,1048135,0,1,23233.77,10.5,41,23,0,168378,656392,0,0
48283,1,264792,1,702,2286840,0,6,40191.27,20.2,0,22,0,402306,1206832,0,0
53638,0,264792,0,746,1543617,0,4,29328.78,18,70,16,0,282188,1350228,0,0
54277,0,264792,0,737,876622,0,1,17240.22,12.2,47,9,0,270693,394746,0,0
61310,0,264792,0,742,653372,2,1,13720.66,18.5,0,15,1,277989,561770,1,0
83309,1,264792,1,675,800394,0,1,10605.23,25.7,0,13,0,228095,776798,0,0
28060,0,264770,0,694,2000795,2,9,30345.28,20.5,34,10,0,111682,240372,0,0
63277,0,264770,0,750,1219534,0,5,9654.66,23.1,0,7,0,46740,557964,0,0
71631,1,264770,1,733,1124439,2,1,5238.11,11.2,0,6,1,123823,430562,1,0
1211,0,264748,0,744,1238458,2,1,11971.71,11.8,44,10,0,275443,540584,0,0
24998,0,264748,0,742,2000586,0,1,26507.85,25.5,0,15,0,845956,1697630,0,0
18042,0,264704,0,726,1143078,0,1,22347.23,27,0,7,0,411844,507320,0,0
22373,0,264704,0,707,952565,0,1,11668.85,44.8,0,12,0,240369,366212,0,0
46137,0,264704,0,746,2667182,0,1,20670.67,21.1,0,5,0,845595,1008348,0,0
50297,0,264704,0,690,1047831,0,1,11962.78,24.1,2,13,0,198569,874236,0,0
79768,1,264704,1,665,1047831,2,1,8478.56,6.7,0,15,0,87951,674498,0,0
5103,0,264682,0,746,1981130,0,1,34504.76,19,0,15,0,928378,1602018,0,0
2272,0,264660,1,664,1253335,0,0,24230.89,18.1,47,10,0,68381,251350,0,0
20248,1,264660,0,743,857147,2,1,16571.42,17.2,0,4,0,69768,286462,0,0
31712,0,264660,0,709,2019035,0,1,24228.42,17.1,2,16,0,124013,207196,0,0
56831,1,264660,1,676,1333325,0,0,14222.26,11.2,12,5,0,11495,35266,0,0
63176,0,264660,0,744,1428572,0,1,29285.46,22.2,0,11,0,226936,363924,0,0
81084,0,264660,1,746,1333325,0,4,933.28,17.2,0,6,0,29089,467742,0,0
6996,0,264638,0,751,2475928,0,0,6623.02,23.9,0,8,0,199424,1208988,0,0
34363,0,264638,0,703,1485553,1,6,569.43,16.5,0,4,0,4009,192962,0,0
36744,0,264638,0,740,1218926,0,1,22590.62,17.3,0,12,0,445740,560406,0,0
44030,0,264638,0,736,1523724,2,4,5828.25,19.6,0,6,0,168853,211596,0,0
62586,0,264638,0,741,951330,1,1,15142.05,16.1,0,18,0,208202,1008722,0,0
82189,0,264638,0,741,1561743,1,1,6403.19,20.5,17,15,1,270104,820864,1,0
906,1,264616,1,731,1333059,0,1,23995.1,24,0,8,0,289864,509300,0,0
5012,0,264616,1,706,1885332,0,11,3959.22,21.6,23,12,0,2603,177716,0,0
13428,0,264616,0,727,695096,2,1,6024.14,9.6,0,11,1,171722,409970,1,0
16916,0,264616,1,716,2655535,0,4,34079.35,21.2,19,12,0,174002,346170,0,0
29281,0,264616,0,721,2285244,2,1,19234.08,9.5,0,11,0,227582,425722,0,0
78981,0,264616,0,735,856976,1,1,19995.98,21.6,0,14,1,187416,293260,1,0
3915,1,264594,1,699,1119252,0,1,18747.49,20.8,0,12,0,168017,291676,0,0
6114,0,264572,1,725,1137492,2,1,13460.55,14.1,0,11,0,224333,460548,0,0
20172,0,264572,0,747,2094598,2,1,8465.64,10.2,0,10,0,338295,608256,0,0
29516,0,264572,0,737,1371002,1,1,7791.9,15.7,71,11,0,216543,450164,0,0
31391,0,264572,0,744,1485268,2,1,27601.11,21.6,66,12,0,241072,485430,0,0
46650,0,264572,1,730,752153,0,1,18615.82,20,19,13,1,329840,632324,0,0
50740,0,264572,1,697,723596,2,8,10455.89,14.1,0,5,0,234422,304304,0,0
53912,0,264572,1,723,856881,0,0,9997.04,9.8,0,10,0,160949,200596,0,0
60112,0,264572,0,741,1770895,0,1,24349.64,10.1,0,19,0,471903,1115114,0,0
70252,0,264572,0,736,1180584,0,1,14363.81,25.6,78,6,0,212306,282216,0,0
70570,0,264572,1,685,1599515,0,1,10596.68,30.7,4,9,0,561849,798248,0,0
73973,0,264572,0,722,1218679,2,1,8926.77,12.7,14,9,2,129067,489984,0,2
5735,0,264550,0,741,1189989,0,1,23204.89,12.5,0,12,0,337402,723492,0,0
25851,0,264550,0,739,1332793,0,1,14438.48,28,13,7,0,309852,473946,0,0
38147,0,264550,0,733,1142394,2,1,24085.54,11.2,53,13,0,418171,906730,0,0
46376,1,264550,0,727,752172,2,1,10593.07,16,47,9,0,168245,293832,0,0
50034,0,264550,0,723,1142394,2,12,17231.1,16.8,0,19,0,495292,1549966,0,0
50828,0,264550,0,741,2570396,1,1,56762.69,33.1,0,13,0,834271,1612688,0,0
65754,0,264550,1,676,971033,2,1,8019.14,11.8,14,11,0,92739,271194,0,0
71167,0,264550,0,723,1523192,0,1,35541.21,15.3,0,10,0,252586,542608,0,0
73186,0,264550,0,742,856805,2,1,12423.53,14.5,0,14,0,96710,756580,0,0
75074,1,264550,0,737,856805,1,1,8139.6,21,55,15,0,295051,1429406,0,0
15359,0,264528,0,705,2360712,0,4,63935.95,23.3,0,24,0,1922097,2754444,0,0
17347,0,264528,0,747,1180356,2,1,15246.17,31.4,0,15,0,509732,1277496,0,0
46353,0,264528,0,712,1490683,2,1,18384.97,24.8,0,15,0,290852,2118028,0,0
71721,1,264528,1,694,1523040,0,1,13453.52,16,9,8,0,77748,297132,0,0
72848,0,264528,0,747,1237470,0,1,18665.22,22.9,68,16,1,186713,365794,1,0
12794,1,264506,1,664,834784,2,1,14121.94,14.9,8,10,0,156218,241164,0,0
16322,0,264506,1,719,809039,2,1,12270.2,17.8,0,9,1,177688,323994,1,0
61377,1,264506,1,729,704330,2,1,9802.1,19.4,0,5,0,223858,348392,0,0
68205,1,264506,1,659,1246856,1,4,6795.54,24.5,2,9,0,173204,381282,0,0
70075,1,264506,1,588,1142166,2,1,13896.41,17.5,0,17,0,234764,491568,0,0
79430,0,264506,0,733,723368,2,1,18626.84,16.8,0,13,0,232845,577346,0,0
9407,0,264484,0,733,1427565,2,1,28313.42,10.8,0,22,0,324862,1245530,0,0
25462,0,264484,0,712,1237223,0,0,18970.74,21.6,28,7,1,93841,240394,0,0
34446,1,264484,0,741,789925,0,1,18299.85,32.5,0,16,0,462574,780780,0,0
65909,0,264484,0,744,1046881,0,1,13871.14,13.8,38,7,0,119472,646470,0,0
73381,0,264484,0,730,1284818,0,0,18843.82,47.7,0,13,0,236493,310816,0,0
79816,1,264484,0,729,649971,2,1,15220.14,8.8,0,7,0,166934,262262,0,0
82920,1,264484,1,722,1256261,2,1,21565.76,13.8,0,10,2,154090,621654,2,0
8538,0,264440,0,717,1560641,2,1,31603.08,39.8,0,11,0,177878,288860,0,0
21814,0,264440,0,746,2664522,2,4,3796.96,11.4,0,9,0,162108,1158718,0,0
32883,0,264440,0,713,2736076,0,1,54721.71,16.8,81,16,0,526585,720720,0,0
41879,0,264440,0,740,1027748,0,1,19698.44,12.5,0,11,0,211926,394504,0,0
44854,0,264440,0,734,932577,0,1,15853.98,8.7,0,9,0,165851,281996,0,0
60804,1,264440,1,686,666216,0,1,6739.68,16.7,0,4,0,172178,202818,0,0
4467,0,264418,1,724,837330,0,1,7675.62,13.4,41,5,6,77349,123354,0,6
21956,0,264418,0,688,1198919,0,1,13288.03,18.4,1,15,0,53295,354728,0,0
25294,0,264418,1,695,1357854,1,1,21499.45,15,0,13,0,256462,363440,0,0
30308,0,264418,1,697,763116,1,1,18696.57,19.7,50,17,0,164350,317702,0,0
33931,0,264418,0,734,1427280,0,1,21647.08,21.6,78,12,1,170278,814748,1,0
71505,0,264418,0,750,1660942,0,1,22145.83,27.9,0,8,0,725021,1285592,0,0
84372,1,264418,0,720,1617584,0,1,32621.29,17.5,0,16,0,410248,639342,0,0
388,0,264396,0,737,1712565,2,1,19980.02,21.9,49,13,0,380665,1075052,0,0
7710,0,264396,0,742,1331995,0,1,13542.06,13.6,78,9,1,223478,356906,1,0
27267,0,264396,0,748,780178,2,1,10792.38,16.7,0,13,0,197885,729696,0,0
33635,0,264396,1,678,1616425,2,1,28422.29,18.9,12,10,2,89528,139524,0,2
34458,0,264396,0,739,804232,0,1,15280.56,23.8,9,17,0,203642,703868,0,0
35689,0,264396,0,740,1484223,0,0,13605.33,9.8,0,7,0,24548,97020,0,0
42106,1,264396,1,651,1236862,2,1,31024.53,15.3,38,11,0,78527,176220,0,0
46526,1,264396,1,713,1560337,0,1,29776.42,18.6,22,17,0,366947,643764,0,0
54890,0,264396,0,736,2264401,2,1,43778.28,12.5,26,14,0,343007,486728,0,0
59702,1,264396,1,718,1141710,0,1,22263.44,9.9,0,13,0,243884,656744,0,0
63672,0,264396,0,725,1712565,0,1,10560.77,11.8,0,9,0,206796,636834,0,0
67163,1,264396,0,711,1750622,2,4,14500.99,18.2,0,9,0,144115,178486,0,0
